"Half","Time","Description","Time_in_sec","Event","Token","Player","UVA_score","Opp_score","Possession","Opps","Possession Number"
2,"3:37","Hercy Miller personal foul (Reece Beekman draws the foul)",217,"Foul","personal foul","Hercy Miller",66,47,"Cavs","vsLOU",105
2,"3:37","Reece Beekman makes regular free throw 1 of 2",217,"Made FT","makes","Reece Beekman",67,47,"Cavs","vsLOU",105
2,"3:17","Reece Beekman makes regular free throw 2 of 2",197,"Made FT","makes","Reece Beekman",68,47,"Opp","vsLOU",106
2,"2:50","Curtis Williams makes three point jump shot (Hercy Miller assists)",170,"Made Three","makes","Curtis Williams",68,50,"Cavs","vsLOU",107
2,"2:38","Taine Murray makes three point jump shot (Reece Beekman assists)",158,"Made Three","makes","Taine Murray",71,50,"Opp","vsLOU",108
2,"2:38","Jacob Groves shooting foul (Brandon Huntley-Hatfield draws the foul)",158,"Foul","shooting foul","Jacob Groves",71,50,"Opp","vsLOU",108
2,"2:38","Brandon Huntley-Hatfield makes regular free throw 1 of 2",158,"Made FT","makes","Brandon Huntley-Hatfield",71,51,"Opp","vsLOU",108
2,"2:38","Cavaliers lineup change (Blake Buchanan, Taine Murray, Elijah Gertrude, Andrew Rohde, Leon Bond III)",158,"Cav Sub"," ","Cavaliers",71,51,"Opp","vsLOU",108
2,"2:38","Cardinals lineup change (Curtis Williams, Brandon Huntley-Hatfield, Kaleb Glenn, Hercy Miller, Skyy Clark)",158,"Opp Sub"," ","Cardinals",71,51,"Opp","vsLOU",108
2,"2:29","Brandon Huntley-Hatfield makes regular free throw 2 of 2",149,"Made FT","makes","Brandon Huntley-Hatfield",71,52,"Cavs","vsLOU",109
2,"2:11","Andrew Rohde makes two point driving floating jump shot (Elijah Gertrude assists)",131,"Made Two","makes","Andrew Rohde",73,52,"Opp","vsLOU",110
2,"2:09","Skyy Clark misses two point turnaround jump shot",129,"Missed Two","misses","Skyy Clark",73,52,"Opp","vsLOU",110
2,"2:07","Brandon Huntley-Hatfield offensive rebound",127,"Off Rebound","offensive rebound","Brandon Huntley-Hatfield",73,52,"Opp","vsLOU",110
2,"2:05","Blake Buchanan blocks Brandon Huntley-Hatfield's two point layup",125,"Block","block","Blake Buchanan",73,52,"Opp","vsLOU",110
2,"2:00","Andrew Rohde defensive rebound",120,"Def Rebound","defensive rebound","Andrew Rohde",73,52,"Cavs","vsLOU",111
2,"2:00","Cavaliers lineup change (Blake Buchanan, Jordan Minor, Taine Murray, Elijah Gertrude, Leon Bond III)",120,"Cav Sub"," ","Cavaliers",73,52,"Cavs","vsLOU",111
2,"1:48","Cardinals lineup change (Curtis Williams, Zan Payne, Kaleb Glenn, Hercy Miller, Aidan McCool)",108,"Opp Sub"," ","Cardinals",73,52,"Cavs","vsLOU",111
2,"1:46","Elijah Gertrude misses three point jump shot",106,"Missed Three","misses","Elijah Gertrude",73,52,"Cavs","vsLOU",111
2,"1:34","Kaleb Glenn defensive rebound",94,"Def Rebound","defensive rebound","Kaleb Glenn",73,52,"Opp","vsLOU",112
2,"1:34","Elijah Gertrude personal foul (Hercy Miller draws the foul)",94,"Foul","personal foul","Elijah Gertrude",73,52,"Opp","vsLOU",112
2,"1:34","Hercy Miller misses regular free throw 1 of 2",94,"Missed FT","misses","Hercy Miller",73,52,"Opp","vsLOU",112
2,"1:06","Hercy Miller makes regular free throw 2 of 2",66,"Made FT","makes","Hercy Miller",73,53,"Cavs","vsLOU",113
2,"1:04","Elijah Gertrude misses three point pullup jump shot",64,"Missed Three","misses","Elijah Gertrude",73,53,"Cavs","vsLOU",113
2,"0:56","Zan Payne defensive rebound",56,"Def Rebound","defensive rebound","Zan Payne",73,53,"Opp","vsLOU",114
2,"0:54","Curtis Williams misses three point jump shot",54,"Missed Three","misses","Curtis Williams",73,53,"Opp","vsLOU",114
2,"0:40","Leon Bond III defensive rebound",40,"Def Rebound","defensive rebound","Leon Bond III",73,53,"Cavs","vsLOU",115
2,"0:38","Leon Bond III misses two point running jump shot",38,"Missed Two","misses","Leon Bond III",73,53,"Cavs","vsLOU",115
2,"0:33","Leon Bond III offensive rebound",33,"Off Rebound","offensive rebound","Leon Bond III",73,53,"Cavs","vsLOU",115
2,"0:31","Taine Murray misses three point jump shot",31,"Missed Three","misses","Taine Murray",73,53,"Cavs","vsLOU",115
2,"0:27","Blake Buchanan offensive rebound",27,"Off Rebound","offensive rebound","Blake Buchanan",73,53,"Cavs","vsLOU",115
2,"0:00","Isaac McKneely makes two point pullup jump shot (Reece Beekman assists)",0,"Made Two","makes","Isaac McKneely",75,53,"Opp","vsLOU",116
2,"0:00","Blake Buchanan makes two point layup",0,"Made Two","makes","Blake Buchanan",77,53,"Cavs","vsLOU",117
